Aversion1;;;;
;0-5;0-4000;almost-sorted;sorted-descend
50;7351;7996;4748;11370
100;30821;32410;21771;45235
150;68695;77388;49465;101605
200;118706;134310;97138;180465
250;185676;204531;137696;281830
300;263268;290405;204745;405695
