sorted-descend
 ;select;bubble;Aversion1;Aversion2;insert;binaryInsert;count;radix;merge;quick;heap;shellCiura;shell;
1500;8.4718e+06;2.02451e+07;2.23692e+07;2.72341e+07;2.18026e+07;6.9469e+06;261800;201100;4.0722e+06;5.59893e+07;464600;264700;233200
1600;1.07601e+07;2.42577e+07;2.50929e+07;2.51158e+07;2.80012e+07;9.0248e+06;237900;221500;5.3244e+06;6.58415e+07;462800;225700;257900
1700;9.9806e+06;2.63494e+07;2.69805e+07;2.91975e+07;2.83695e+07;1.02089e+07;233300;223600;6.1512e+06;6.58155e+07;511600;328300;447800
1800;1.13129e+07;2.9243e+07;3.00608e+07;3.54564e+07;3.1573e+07;1.0082e+07;168800;312600;5.6114e+06;9.28713e+07;597200;350600;490400
1900;1.64158e+07;4.4379e+07;4.96449e+07;5.79532e+07;4.77871e+07;1.23535e+07;315200;284900;5.4806e+06;8.62859e+07;632700;526000;588200
2000;1.41048e+07;3.69979e+07;4.50992e+07;4.12017e+07;4.16615e+07;1.22115e+07;335600;310400;6.6293e+06;9.58896e+07;629100;319200;430200
2100;1.58517e+07;4.20371e+07;4.77267e+07;4.38147e+07;4.32084e+07;1.47174e+07;200100;256300;8.5022e+06;1.03694e+08;602400;278200;279800
2200;1.63357e+07;4.48836e+07;4.86899e+07;4.86405e+07;4.67094e+07;1.50516e+07;285000;485300;7.2758e+06;1.10948e+08;613000;493500;488000
2300;1.8365e+07;5.2147e+07;5.02246e+07;5.48292e+07;4.89924e+07;1.5722e+07;195700;236500;1.02709e+07;1.2397e+08;759300;416600;461300
2400;2.21365e+07;5.24914e+07;5.70645e+07;5.80716e+07;5.53698e+07;1.75604e+07;173800;246500;7.5991e+06;1.28034e+08;1.0735e+06;344600;303000
2500;2.23549e+07;6.17988e+07;6.36248e+07;6.32932e+07;5.8668e+07;2.55017e+07;258300;336500;9.143e+06;1.38602e+08;795700;481400;523600
2600;2.6847e+07;6.78147e+07;7.24205e+07;6.46319e+07;6.57063e+07;2.03134e+07;231200;266600;8.2464e+06;1.49712e+08;916500;459800;420800
2700;2.95506e+07;8.77396e+07;8.90892e+07;8.51681e+07;7.17824e+07;2.25022e+07;210100;281200;1.58433e+07;1.70162e+08;1.2387e+06;691200;461600
2800;2.76442e+07;7.68732e+07;7.92159e+07;7.78189e+07;7.15313e+07;2.83684e+07;221700;417100;9.9894e+06;1.62671e+08;954400;461300;721500
2900;3.33196e+07;7.81327e+07;8.08918e+07;7.96657e+07;8.04553e+07;2.94989e+07;242100;516800;9.5513e+06;2.02794e+08;820100;384900;416600
3000;3.41306e+07;8.52322e+07;8.50312e+07;8.55995e+07;9.07352e+07;3.48481e+07;232100;357900;1.05711e+07;1.89636e+08;894800;436600;642900
3100;3.50251e+07;9.27054e+07;9.90761e+07;9.66865e+07;9.21959e+07;2.76608e+07;400200;394600;9.9428e+06;2.07401e+08;1.2865e+06;617500;490700
3200;4.04159e+07;9.86627e+07;9.57234e+07;1.03153e+08;9.74485e+07;3.30367e+07;244100;331700;1.16567e+07;2.07418e+08;979600;575400;467800
3300;4.60769e+07;1.01449e+08;1.05818e+08;1.07585e+08;9.77145e+07;3.56432e+07;472300;449200;1.64786e+07;2.43718e+08;1.0388e+06;680700;861200
3400;5.06818e+07;1.31298e+08;1.10777e+08;1.14096e+08;1.1099e+08;4.23085e+07;342200;521400;1.41844e+07;2.44777e+08;1.1379e+06;534000;764600
3500;4.85695e+07;1.16465e+08;1.17178e+08;1.19291e+08;1.15728e+08;4.15379e+07;376400;364200;1.15357e+07;2.44089e+08;1.2274e+06;545800;817500
3600;5.00391e+07;1.15928e+08;1.23973e+08;1.25284e+08;1.22418e+08;4.06595e+07;315000;351900;1.09441e+07;2.60138e+08;1.2295e+06;941200;615500
3700;5.57858e+07;1.28843e+08;1.33971e+08;1.32257e+08;1.22759e+08;4.58546e+07;310000;478800;1.26283e+07;2.68618e+08;1.2252e+06;628000;599200
3800;5.80798e+07;1.35692e+08;1.37841e+08;1.39124e+08;1.34916e+08;4.45742e+07;291300;402700;1.21832e+07;2.83721e+08;1.3823e+06;978700;619400
3900;6.09812e+07;1.40783e+08;1.42638e+08;1.45967e+08;1.39532e+08;4.9776e+07;253400;385100;1.25675e+07;2.96932e+08;1.7718e+06;763300;695300
4000;6.41633e+07;1.45651e+08;1.52735e+08;1.5151e+08;1.50828e+08;4.93657e+07;461700;833500;1.54735e+07;3.06314e+08;1.4286e+06;759800;925900
4100;6.84722e+07;1.55973e+08;1.61406e+08;1.636e+08;1.58784e+08;5.01623e+07;237000;375600;1.33025e+07;3.0825e+08;1.7897e+06;629100;570400
