select
 ;0-5;0-4000;almost-sorted;sorted-descend;
50;59100;26400;23700;38400
100;105300;49100;45200;210400
150;184000;194000;93600;116700
200;227300;263000;150600;185800
250;777400;525800;562300;276100
300;466800;387400;354100;504000
