heap
 ;0-5;0-4000;almost-sorted;sorted-descend
50;14700;19300;9900;20900
100;25800;37100;34900;28400
150;33300;31900;44200;40300
200;90300;79200;82800;45000
250;107900;65900;84000;69800
300;145600;113600;232800;97200
