shell
 ;0-5;0-4000;almost-sorted;sorted-descend;
50;7200;6200;5200;7500
100;63300;21500;12000;14500
150;20600;20900;17300;22600
200;72200;58400;49700;48600
250;43000;61900;41000;42400
300;88900;77900;125300;67700
