count
 ;0-5;0-4000;almost-sorted;sorted-descend;
50;35100;231700;252900;265300
100;18300;223400;350700;141500
150;19300;210600;166600;282600
200;38200;286900;266700;123400
250;33100;157500;301700;133000
300;29700;148400;158700;176200
