insert
 ;0-5;0-4000;almost-sorted;sorted-descend;
50;25300;27300;8200;44900
100;128500;62300;46700;116900
150;161600;244400;31900;485900
200;390300;234800;163200;718700
250;414700;334300;130700;616700
300;497700;776000;125200;1.0538e+06
