radix
 ;0-5;0-4000;almost-sorted;sorted-descend;
50;110100;89900;50100;75200
100;145700;68500;147700;101400
150;101800;63800;68700;89600
200;137800;56600;145600;60100
250;97100;71200;79600;76000
300;115400;77300;119000;126200
