binaryInsert
 ;0-5;0-4000;almost-sorted;sorted-descend
50;13000;15500;7500;37000
100;48500;29200;24000;55600
150;317100;86900;41800;181600
200;169900;114500;57400;222800
250;181000;155300;104200;263300
300;259500;232800;77500;577000
